o2,sub_iri,super_iri,super_label,sub_label,o1,category,
hp_no_doid.owl,http://www.w3.org/2002/07/owl#Nothing,http://www.w3.org/2002/07/owl#Nothing,Nothing,Nothing,hp.owl,unsat_both,
