o1,sub_label,category,o2,super_iri,sub_iri,super_label,
hp.owl,Nothing,unsat_both,hp_no_pato.owl,http://www.w3.org/2002/07/owl#Nothing,http://www.w3.org/2002/07/owl#Nothing,Nothing,
