sub_label,sub_iri,super_label,category,o1,o2,super_iri,
Nothing,http://www.w3.org/2002/07/owl#Nothing,Nothing,unsat_both,hp.owl,hp_ro.owl,http://www.w3.org/2002/07/owl#Nothing,
